SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT07R,DA0708DR07R,DADC407R,DA0GR07N,DAGC407R,DA311TA08R,DA311TR08R,DA311TW08R,DA311TM08R,DA311TC08R,DA311TS08R,DB311TA08R,DH311TA08R,DW311TA08R,DO311TA08R,DE311TA08R,DACTA08R,DA0CT07R,DA0CC07R,DA0CS07R,DA0CA07R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Abbott,109901,109 HILL,12,RE,1,304,3,9,88,1,38.5,1,12,1,19,4,97.4,0,0,16,93.8,82,96,98,89,85,94,60,50,85,.,62,100,83.3,30,.,21.9,48,29,2,3,1,60,10,23,75833,54387,68616,40182,2,6.3,10.5,24.2,13.5,12.2,10.3,0,0,100,0,86,7,0,0,7,0,148731,1.151000,2811746,8926,65,30,5,263247,11,3972102,2505669,7955,62,9,3,9,18,1542524,4897,68,14,7,0,7,0,5,0
Bynum,109902,109 HILL,12,AA,1,248,4,15,79,2,52.4,2,15,2,23,6,96.9,0,0,13,100,68,89,84,73,76,97,.,54,69,.,60,82,66.7,0,.,18.8,42,21,2,0,4,50,17,26,70000,60000,44463,40057,10,5.9,11.8,46.8,9.6,15.2,38.5,0,9,91,0,66,16,5,2,10,0,144074,1.105000,2515725,10615,71,25,4,-134898,-7,2484505,2173052,9169,58,9,7,12,14,1250348,5276,63,20,8,0,5,0,3,0
Covington,109903,109 HILL,12,AA,1,276,1,10,87,2,41.7,3,14,3,42,7,95.8,0,0,24,92.3,58,90,.,65,68,92,.,27,61,.,52,85,78.9,6.7,.,20.3,50,22,2,5,6,44,10,33,85803,56157,49386,39344,5,5.6,12.6,41.1,11.3,13.1,32.2,0,0,100,0,79,6,5,0,8,1,173211,1.240000,3037705,11046,58,26,16,70119,3,3231709,2900334,10547,53,11,6,12,18,1533298,5576,48,13,29,0,5,1,4,0
Hillsboro,109904,109 HILL,12,AA,5,1858,18,49,32,1,71.9,16,11,15,19,6,96.2,0.4,23.1,103,72.4,72,94,90,82,72,91,56,71,82,83,69,86,57.1,22.7,978,18.7,314,134,1,3,5,43,18,30,86614,62736,42003,38096,25,5.9,13.9,42.5,9.6,9,32.9,2,6,92,0,67,10,8,3,4,8,235920,1.410000,17183178,9214,44,44,11,484903,4,17516517,15417614,8267,53,8,7,14,18,8197889,4396,36,15,27,6,4,4,4,4
Hubbard,109905,109 HILL,12,AA,3,455,22,7,70,1,59.6,1,12,1,27,7,96.1,0,0,37,93.8,69,91,92,75,76,92,47,47,79,.,58,94,66.7,10,962,18.8,71,35,1,3,2,49,13,31,77500,68961,53079,42060,13,6.4,13,22.9,13.6,20,41.3,3,0,97,0,83,9,0,0,6,2,127440,1.229000,5060495,11098,74,19,6,894536,25,4440760,4056972,8897,53,11,6,15,15,2154973,4726,64,12,13,0,6,0,5,0
Itasca,109907,109 HILL,12,EX,5,693,16,31,52,1,58.6,5,17,5,13,1,95.9,0,0,42,97.7,89,97,99,95,93,98,82,88,92,.,86,94,.,16.7,889,18.8,95,52,2,3,2,55,14,23,87226,76533,55561,45273,16,7.3,13.2,27.1,10.9,12.3,12.9,3,2,95,0,83,6,4,2,6,0,197451,1.252000,7975954,12012,67,27,7,1252526,21,7059538,5729044,8628,59,8,5,11,17,3351898,5048,46,19,21,1,8,0,3,2
Malone,109908,109 HILL,12,RE,1,71,17,32,45,6,84.5,11,11,9,0,9,98,0,.,0,.,73,93,71,97,83,.,67,73,79,.,73,.,.,.,.,.,17,8,6,0,3,47,32,12,90183,.,44270,33174,24,4.2,8.9,50,6.1,12.5,55.6,25,0,75,0,74,13,6,6,0,0,300086,1.040000,1637201,21542,36,49,14,348785,44,1585301,1419999,18684,40,9,3,10,38,571169,7515,67,17,13,0,0,0,3,0
Mount Calm,109910,109 HILL,12,AA,1,123,8,23,69,0,60.2,4,12,3,0,2,96.7,0,.,0,.,51,89,97,63,45,67,.,63,50,.,42,.,.,.,.,.,24,13,2,3,1,53,17,23,78455,56506,.,34967,8,5.2,9.7,66.8,8,1.7,15.1,8,8,84,0,75,7,16,2,1,0,167196,1.170000,1881636,18093,43,20,37,54026,5,1535236,1382655,13295,57,16,3,12,12,784925,7547,41,7,51,0,1,0,0,0
Whitney,109911,109 HILL,12,AA,5,1625,3,11,86,0,50.7,4,11,4,22,8,96,1.5,2.3,86,94.3,73,90,92,81,80,91,44,60,76,.,66,89,49.4,29.3,1019,21.4,239,118,2,2,3,49,14,31,74042,61977,51803,40041,6,6.8,13.8,31.4,11.4,11.9,17,0,1,99,0,86,8,0,1,5,1,294866,1.171000,15321805,9691,33,55,12,1464133,14,14590498,12861358,8135,56,10,4,9,21,7235994,4577,52,27,10,0,4,0,6,1
Aquilla,109912,109 HILL,12,EX,1,218,1,11,88,1,47.2,0,11,0,22,7,96.7,0,5.9,15,88.2,87,93,91,94,96,97,.,75,88,.,83,100,72.7,25,963,.,34,17,3,1,0,49,18,30,74272,108809,.,40653,7,6.4,13,17.8,15.1,16.7,25.5,0,0,100,0,85,5,2,0,8,0,215282,1.235000,2038786,9527,64,33,3,110608,6,1863122,1647610,7699,60,12,5,10,13,990332,4628,71,6,13,0,5,0,5,0
Blum,109913,109 HILL,12,AA,2,342,2,12,85,1,58.5,6,12,6,26,10,96.2,0,14.8,20,81.5,65,91,86,75,66,91,40,58,67,.,59,93,41.2,14.3,.,19.6,62,33,2,3,0,54,16,25,70000,57000,.,38132,3,5.5,10.3,49.4,9.6,10.3,36,0,0,97,3,81,3,9,3,4,0,219288,1.372000,3813784,10928,59,31,11,464565,16,3812187,3243051,9292,56,9,5,10,18,1826253,5233,65,7,19,2,4,0,3,0
Penelope,109914,109 HILL,12,AA,1,172,5,23,70,2,77.9,11,16,10,32,12,97.2,0,0,18,94.4,50,86,53,59,63,86,20,42,54,.,46,69,37.5,0,962,.,37,18,3,1,0,48,25,23,68500,39229,.,37619,13,4.6,9.6,39.1,10.7,0,30.1,0,6,94,0,76,12,5,0,7,0,112731,1.170000,2004583,10894,77,16,7,61482,3,1925517,1784724,9700,63,7,4,11,15,1125094,6115,56,12,17,4,7,0,4,0
Anton,110901,110 HOCKLEY,17,AA,3,331,5,51,44,1,65,2,12,2,42,8,96.1,0,5.6,34,94.4,66,92,91,78,60,87,75,52,79,.,56,96,65.5,5.3,.,17.8,57,34,2,3,3,59,7,25,84200,62517,37023,42167,25,5.8,9.7,23.5,13.8,20.6,15.3,0,10,90,0,76,9,4,0,10,1,285826,1.040000,3523394,10038,50,42,9,1146383,25,3382976,3233282,9212,59,8,6,10,17,1921501,5474,58,11,17,0,7,1,6,1
Levelland,110902,110 HOCKLEY,17,AA,6,2985,6,61,33,1,64.8,5,14,4,30,8,95,0.4,8.3,167,80.4,68,90,92,75,73,89,54,60,83,78,59,87,50.3,23.6,1023,20.1,445,230,1,2,7,52,15,22,82562,63580,41097,41461,32,6.7,13,24.6,14,22.1,14.7,2,14,84,0,69,14,6,3,7,2,432853,1.154000,31992072,10678,23,64,13,5500563,24,38448202,25391162,8475,56,9,4,10,20,14284768,4768,55,22,12,0,4,1,4,2
Ropes,110905,110 HOCKLEY,17,AA,2,343,1,43,53,4,45.8,4,9,4,29,8,97.5,0,0,15,93.3,70,91,98,79,73,88,.,48,80,80,54,95,91.7,18.2,1035,19.2,63,36,3,3,5,57,10,22,59121,62640,41940,39615,25,5.4,9.4,24.7,13.3,23.2,6.6,3,5,92,0,81,5,6,0,7,0,184795,1.040000,3535100,10129,63,28,9,862905,27,3420661,3279100,9396,57,8,6,12,17,1882481,5394,60,9,17,1,6,0,5,3
Smyer,110906,110 HOCKLEY,17,RE,3,342,4,33,63,2,49.7,4,14,4,29,6,96.6,0,3.1,27,87.5,70,93,95,81,80,97,45,58,76,.,60,83,65.2,20,983,20.6,54,34,2,6,1,63,2,26,80500,62732,58347,38469,26,6.3,10,26.3,12.7,10.6,12.4,0,9,91,0,76,8,9,0,8,0,250999,1.170000,3836772,10869,60,31,9,725553,21,3683138,3241308,9182,54,10,7,15,15,1760696,4988,60,11,12,0,8,2,6,1
Sundown,110907,110 HOCKLEY,17,RE,4,630,2,51,46,1,37.8,1,9,1,20,10,97.3,0,0,39,97.6,91,97,99,96,91,98,86,87,95,.,85,100,73.5,16,941,20.9,106,60,2,3,5,57,11,22,100425,82437,54546,49276,18,5.9,10.4,23.3,14.6,21.5,6.9,0,4,96,0,76,5,6,0,8,5,2029182,1.040000,11378790,19156,27,70,3,9926507,54,9320471,8751913,14734,53,9,5,13,20,4664717,7853,71,7,8,1,3,2,6,3
Whitharral,110908,110 HOCKLEY,17,RE,1,186,1,38,60,1,44.1,3,7,3,33,9,97.2,0,0,11,100,79,98,96,83,89,95,.,65,88,.,67,82,72.7,50,.,22.3,33,18,3,1,4,55,9,28,71702,57250,44385,40436,19,5.7,10.4,19.6,13.3,10,37.4,0,3,97,0,84,6,0,0,7,3,357975,1.040000,1991689,10943,46,48,6,329719,18,1928392,1845270,10139,52,11,6,15,16,958077,5264,69,6,9,0,8,1,8,0
Granbury,111901,111 HOOD,11,AA,12,6814,1,16,82,1,37.7,7,13,6,17,4,94.7,0.2,12.4,460,81.5,76,92,91,85,75,91,72,61,78,76,65,84,61.6,33.6,1018,21.7,980,492,2,3,9,50,9,28,82770,68326,53274,47839,5,7,13.9,29.4,12.2,21.1,15.8,0,2,97,0,75,10,1,2,4,9,509717,1.171000,64343582,9448,17,75,8,20881789,33,63242966,55081235,8088,56,6,6,12,20,30777449,4519,64,18,5,2,3,3,3,2
Lipan,111902,111 HOOD,11,RE,2,313,2,5,93,0,39.3,0,10,1,39,5,95.8,0,8.7,23,91.3,75,97,.,81,79,93,.,79,75,.,77,92,73.7,14.3,951,.,44,28,2,3,3,64,2,24,72100,58594,39279,36698,5,7.2,11.2,32.1,10.3,7.1,19.2,0,0,100,0,92,4,0,0,4,0,296603,1.234000,3312197,11501,47,49,4,251890,9,3860041,2460627,8544,53,13,7,13,14,1293994,4493,71,9,13,0,5,0,3,0
Tolar,111903,111 HOOD,11,AA,2,613,1,5,94,1,26.6,2,12,2,28,6,96.7,0,0,54,98.1,80,99,96,88,79,96,.,75,80,.,70,95,91.5,16.3,914,19.6,91,49,2,4,3,53,11,26,80008,61574,47146,43835,3,6.7,12.6,12.4,14.8,16.5,11,4,0,96,0,71,6,5,0,8,10,230498,1.249000,6146021,10329,59,39,2,514246,10,6604324,4756970,7995,56,7,7,13,17,2659024,4469,69,13,5,0,6,0,7,0
Sulphur Springs,112901,112 HOPKINS,08,AA,8,4039,14,20,65,1,53.9,9,11,8,20,5,96.1,0,2,238,93.5,74,94,97,81,73,91,48,65,81,95,63,87,52.2,25.7,993,21.2,615,309,1,2,8,50,17,21,75770,67795,45926,41378,16,6.6,13.1,25.6,13.6,22.8,16.3,3,2,94,1,69,8,10,3,5,5,252512,1.132000,35345438,8612,40,45,15,10071543,36,40380987,30438517,7417,60,6,4,11,18,18249179,4447,59,13,17,3,4,0,3,0
Cumby,112905,112 HOPKINS,08,AA,2,426,1,10,88,1,48.1,3,16,3,45,7,96.3,0,8.3,24,83.3,64,89,83,74,69,90,83,58,64,.,54,72,33.3,50,.,22,71,41,2,3,1,58,14,22,53601,51720,53502,39125,6,6,10.4,17,12.1,12.2,10.3,2,2,95,0,67,5,15,2,10,0,130722,1.180000,4219422,10291,64,26,10,829056,22,4090919,3705644,9038,62,8,5,10,15,2313196,5642,61,12,18,0,4,0,4,0
North Hopkins,112906,112 HOPKINS,08,AA,2,483,4,19,76,1,56.5,10,14,9,34,1,93.1,0,0,34,94.3,57,90,95,65,61,92,67,49,59,.,54,79,69.2,22.2,.,20.6,68,40,1,3,0,59,0,36,78200,55578,.,38505,16,7.2,12.1,25,11.5,15,8.1,5,5,88,3,82,5,2,3,5,3,154521,1.045000,4828674,10543,61,28,11,890280,24,4297899,4030281,8800,63,8,4,10,15,2541109,5548,51,13,21,2,4,1,5,2
Miller Grove,112907,112 HOPKINS,08,AA,1,243,2,17,81,1,43.2,11,12,10,33,5,95.8,0,4.8,20,95.2,68,94,.,76,63,92,.,55,72,.,60,89,86.7,15.4,.,17.9,36,24,3,3,0,68,8,18,61200,45811,.,39265,6,6.7,10,36.9,13.8,9.7,10.5,0,4,96,0,73,10,4,0,13,0,176870,1.190000,2227778,10219,59,33,9,83529,4,2222311,2034320,9332,62,8,7,10,12,1252019,5743,63,15,9,3,8,1,3,0
Como-Pickton Cons,112908,112 HOPKINS,08,AA,2,850,4,33,62,2,62,15,12,14,29,6,96.6,0,9.2,61,81.5,72,93,99,81,72,89,65,69,75,40,67,86,44.4,25,928,22,127,62,2,2,6,49,18,23,70000,53811,50014,34947,9,6.7,13.8,45,8.9,12.7,30.2,0,3,97,0,74,8,5,2,8,2,149079,1.032000,8291297,9619,64,22,14,217716,3,8093600,7441637,8633,64,4,4,10,17,4788966,5556,71,10,10,1,4,0,4,0
Saltillo,112909,112 HOPKINS,08,RE,1,255,2,19,78,1,51,11,18,9,37,11,97.1,0,0,15,100,78,95,86,84,83,87,.,79,76,.,71,81,41.7,40,.,.,36,21,3,5,0,58,12,22,69642,57834,.,40820,6,7.1,12.2,25.8,14.4,19.1,5.3,0,5,95,0,80,6,6,2,7,0,158750,1.040000,3855085,15000,56,31,14,1323402,47,2792260,2438370,9488,57,9,6,9,18,1396262,5433,35,46,11,1,5,0,2,0
Sulphur Bluff,112910,112 HOPKINS,08,AA,1,254,2,8,88,2,46.5,6,12,6,37,2,96.8,0,10,9,90,70,94,97,82,69,96,.,33,73,.,62,87,.,.,.,.,42,22,5,3,3,51,12,25,53500,52897,30650,36649,9,6,11.7,46,11.8,24.1,42.5,0,5,95,0,76,6,7,0,12,0,198023,1.240000,2648800,11368,59,34,8,410680,19,2422629,2099750,9012,54,12,8,13,13,1133945,4867,54,13,19,1,8,1,3,0
Crockett,113901,113 HOUSTON,06,AA,5,1481,53,20,26,1,75.6,7,10,7,25,8,94.5,0.9,12.8,81,79.8,57,85,87,70,57,85,47,57,74,80,52,81,63.9,7.7,894,18.3,240,120,1,4,7,50,16,22,78043,59487,51476,40521,39,6.2,12.3,45,12,16.9,39.4,17,0,82,1,82,11,3,0,4,0,219557,1.240000,14677920,9792,51,34,16,1563040,15,24146363,14126289,9424,57,8,6,10,18,8101190,5404,58,17,16,0,3,0,3,2
Grapeland,113902,113 HOUSTON,06,AA,3,518,28,6,65,1,50.8,1,12,1,26,9,95.9,0,2.3,41,95.3,62,91,83,74,58,89,42,64,69,.,56,85,51.5,23.5,1006,19.7,99,48,2,3,4,48,12,30,66936,55563,49724,42322,9,5.3,10.9,21,16.6,31.7,15.4,2,0,98,0,71,8,12,0,6,3,455252,1.160000,5786707,11786,28,62,9,734110,13,9205908,4889842,9959,56,8,5,14,17,2752534,5606,55,13,17,0,6,3,6,1
Lovelady,113903,113 HOUSTON,06,RE,2,578,8,7,85,0,36,0,9,0,30,6,95.8,0,4.9,33,85.4,77,92,95,86,81,95,42,59,82,.,67,79,86.2,16,951,19.7,88,48,3,5,3,55,15,19,54737,50187,39278,42549,10,6.6,12,11.5,16.3,20.4,8.7,2,2,96,0,73,14,2,0,8,3,315148,1.040000,5750019,10052,49,44,7,1644418,33,5074835,4654916,8138,61,8,4,11,17,2829993,4948,65,13,8,0,8,0,5,0
Latexo,113905,113 HOUSTON,06,AA,2,465,4,12,83,1,45.8,5,12,4,13,4,95.6,0,6.9,29,89.7,75,96,93,85,76,89,50,70,76,.,69,88,.,17.2,838,17.2,77,42,3,3,2,54,9,29,75626,58591,30297,38417,5,6,11.1,18.4,12.9,11.9,19.9,0,0,100,0,80,10,0,2,7,1,253571,1.210000,4531303,9682,51,41,8,1386165,36,4266883,3725062,7960,59,11,6,11,13,2213671,4730,66,13,11,0,6,0,3,0
Kennard,113906,113 HOUSTON,06,AA,2,338,24,2,74,0,70.4,0,14,0,30,9,94.9,0,11.8,14,82.4,62,89,85,72,68,84,40,.,69,.,60,80,83.3,20,.,16.9,66,39,4,3,5,59,9,20,50756,65332,39214,42584,17,5.1,8.7,20.5,14.9,23.1,20.9,10,0,90,0,75,12,3,0,10,0,437745,1.055000,4769371,13784,49,41,10,1798219,43,3988031,3676246,10625,61,10,6,9,14,2248187,6498,59,16,18,0,7,0,0,0
Big Spring,114901,114 HOWARD,18,AA,8,3839,8,55,36,1,61,2,13,2,17,5,94.6,0,5.6,199,86.1,58,89,87,68,57,80,48,48,74,61,49,88,37.6,31.3,1126,21,576,270,1,2,8,47,13,29,81692,64586,50922,40846,26,6.7,14.2,37.1,11.9,13.1,20.1,2,7,91,1,78,9,6,0,4,4,287717,1.104000,31795571,8434,49,37,14,5689293,23,32868038,30411291,8067,59,6,4,11,20,17821884,4727,64,12,14,0,4,0,4,2
Coahoma,114902,114 HOWARD,18,AA,3,794,1,31,68,0,41.7,1,10,1,32,15,95.9,0.7,4.8,64,93.7,65,95,88,74,70,92,80,54,70,.,63,93,55.8,24.1,.,20.6,117,64,1,3,3,55,14,24,100918,63638,51031,42759,13,6.8,12.4,23.4,14.3,12.3,17.1,2,3,95,0,80,3,6,0,8,4,386184,1.290000,8291270,10416,43,53,4,2581566,34,8425037,6523253,8195,58,7,5,15,16,3785940,4756,65,13,10,0,7,1,5,0
Forsan,114904,114 HOWARD,18,RE,2,682,3,17,79,2,31.1,0,10,0,31,8,96.4,0.8,4.4,41,88.9,77,95,98,84,80,92,78,73,78,43,73,89,46.7,35.7,.,21.7,91,50,1,4,4,55,13,23,93070,60845,57277,41852,13,7.5,13.7,30.1,12.1,5.1,8.6,0,2,98,0,89,4,2,0,5,0,580349,1.158000,7670084,11132,22,75,4,2935958,48,6816001,5163123,7494,55,9,5,12,19,2822943,4097,69,8,13,0,4,0,5,0
Ft Hancock,115901,115 HUDSPETH,19,AA,3,488,0,96,4,0,90.4,49,7,46,33,8,96.2,0,10,25,73.3,52,75,82,70,47,77,.,51,80,.,50,82,75,0,771,14.8,87,41,5,2,5,47,15,26,64944,65435,46988,44217,84,5.6,11.9,46.4,9.1,17,8,2,75,23,0,60,4,4,25,6,0,291901,0.975000,6991786,13845,60,27,13,2448328,44,5660619,5204650,10306,55,7,7,10,21,2861971,5667,43,7,25,12,7,0,5,0
Sierra Blanca,115902,115 HUDSPETH,19,AU,1,148,1,80,18,1,64.2,1,11,1,51,15,94.1,0,.,0,.,49,88,95,64,42,89,.,42,72,.,43,33,.,0,756,.,32,14,3,3,5,44,16,29,70000,47500,52151,36009,71,4.7,10.6,42.9,9.4,7.1,42.9,0,57,43,0,77,9,0,0,14,0,433917,1.040000,1865993,12276,46,50,5,270024,16,1892553,1821940,11986,49,16,4,14,16,895794,5893,65,14,9,0,4,0,8,0
Dell City,115903,115 HUDSPETH,19,AU,1,94,2,65,32,1,77.7,18,9,16,22,3,97,0,0,10,90.9,40,84,75,45,52,85,.,27,68,.,38,100,77.8,14.3,.,17.7,24,14,8,4,0,59,12,17,57867,58408,.,46636,30,3.9,6.7,71.7,4.7,29.2,8.3,0,14,86,0,86,0,0,0,14,0,570414,1.027000,1822848,20254,48,42,10,551036,33,1871921,1664506,18495,58,8,3,13,19,967469,10750,51,7,27,1,6,1,8,0
Phoenix Charter,116801,116 HUNT,10,AU,1,444,17,22,60,1,57.9,8,10,8,13,8,95.3,0,.,1,.,43,85,63,52,60,91,24,33,53,.,34,56,.,.,.,.,83,50,1,2,7,60,9,21,68000,51000,45305,30995,16,5.3,9,74.8,4.7,13.1,35.4,19,0,79,2,87,9,0,2,2,0,0,0.000000,3250406,8106,89,3,8,45682,1,3071657,3024796,7543,58,10,7,13,12,1763294,4397,67,14,13,2,2,0,2,0
Caddo Mills,116901,116 HUNT,10,RE,3,1402,3,10,85,1,30.2,3,12,3,26,8,96.7,0,0,81,98.8,88,98,99,93,90,95,67,74,89,.,80,98,77.5,21.8,1000,19.8,190,106,2,3,4,56,9,27,84137,63230,49877,42252,11,7.4,13.2,29.1,12.7,24.4,11,1,4,95,0,76,8,4,1,5,6,206236,1.506000,12051245,8894,54,42,3,1552644,15,13509028,9570240,7063,55,7,7,12,18,5297785,3910,61,13,8,1,7,1,7,2
Celeste,116902,116 HUNT,10,RE,3,524,5,5,88,2,41,1,14,1,37,10,96.7,0,2.9,33,91.4,85,98,95,93,81,95,67,88,86,75,76,97,76.7,21.7,1012,20.2,75,41,1,4,3,55,13,23,94500,61205,49264,39971,3,7,12.7,25.5,12.9,9.7,21.3,2,0,98,0,83,7,2,0,7,0,128569,1.421000,4779463,9245,68,27,5,470912,11,4528921,4267261,8254,55,8,5,12,20,2346224,4538,61,15,9,0,6,2,6,1
Commerce,116903,116 HUNT,10,AA,4,1645,22,16,59,4,64.4,7,13,7,27,5,95.3,0,6.6,108,88.4,72,92,95,81,68,91,51,69,78,86,63,91,53.2,14.3,1020,18.9,244,120,0,4,9,49,14,24,125000,68611,48744,42664,15,6.7,13.7,31.6,11.5,31,26.7,5,3,91,2,78,11,3,2,5,0,259653,1.414000,18199565,10840,39,42,19,2627867,21,16854485,14932633,8894,50,9,5,12,24,7411601,4414,39,31,19,0,5,2,4,1
Greenville,116905,116 HUNT,10,AU,13,4860,23,31,45,2,60.1,14,10,13,23,6,94.2,0,9.4,302,70.5,64,87,91,74,64,87,39,61,77,79,54,80,58.2,23.3,994,19.4,735,390,1,3,8,53,12,22,80838,67415,47940,43767,26,6.6,12.5,36.7,11.7,25.8,29.2,9,6,84,1,67,10,10,5,5,4,271617,1.188000,44832365,8763,40,43,17,5564686,16,43827435,40052436,7829,59,7,6,10,18,23748188,4642,55,14,18,3,3,1,3,3
Lone Oak,116906,116 HUNT,10,RE,3,922,3,4,93,1,36.7,0,12,1,28,10,96.5,0,0,58,95.1,89,98,99,94,89,99,75,72,90,.,87,97,81.8,19.4,947,20.3,150,74,1,3,8,49,5,35,98175,71687,43599,39513,1,6.1,12.4,31.1,11.2,24,12.3,0,0,100,0,52,10,22,0,17,0,212905,1.244000,9172641,10047,55,42,3,2119168,26,10934112,7490813,8205,55,8,5,9,22,4150284,4546,61,15,10,0,6,1,6,1
Quinlan,116908,116 HUNT,10,AA,5,2671,1,11,86,2,53,3,14,3,17,6,93.6,0,10.8,153,78.9,59,88,88,67,68,91,72,52,60,60,56,79,37.3,17,963,17.9,372,178,2,3,9,48,10,29,91018,60682,47251,41277,6,7.2,15,39.2,10.6,11.7,16.8,1,2,97,1,80,11,4,1,3,1,208707,1.240000,23639372,8729,52,38,11,3598228,20,21080589,18772464,6932,54,6,6,12,22,10070495,3719,31,19,40,0,3,3,3,1
Wolfe City,116909,116 HUNT,10,RE,3,596,9,8,81,2,51.3,5,10,5,27,8,96.9,0,0,38,100,86,97,.,90,85,93,63,94,88,83,80,97,66.7,22.7,1031,20.7,89,49,1,3,5,55,13,23,95504,73756,55253,38102,7,6.7,12.2,34.7,10.8,10.2,18.7,6,0,94,0,83,8,0,3,6,0,129619,1.278000,5859021,9481,69,23,8,1243346,21,5819807,4869642,7880,55,9,5,12,18,2660300,4305,56,20,12,0,6,1,6,0
Campbell,116910,116 HUNT,10,RE,2,311,1,11,88,0,43.4,4,11,0,31,8,95.5,0,0,30,100,72,90,94,80,77,91,.,73,72,.,67,95,45.8,9.1,.,18.8,61,32,2,3,2,52,3,38,107300,68515,57321,37488,3,5.1,9.8,59.7,8.4,15.4,29.9,0,0,100,0,79,8,6,0,7,0,194553,1.090000,3312336,8809,63,31,6,377144,14,3205615,2939484,7818,54,12,7,10,16,1589573,4228,56,20,12,0,8,1,5,0
Bland,116915,116 HUNT,10,AA,3,573,2,25,72,1,44.2,11,15,7,29,8,96.4,0,0,30,90.3,69,89,94,80,68,86,.,50,74,.,58,97,.,18.8,1006,19.5,85,47,2,4,4,55,4,33,81881,66496,52330,38789,8,6.7,12.3,30,10.5,8.6,13.2,2,2,96,0,80,10,2,2,5,0,183009,1.090000,5288925,9478,66,29,5,2268375,49,4589411,4259013,7633,55,7,7,14,17,2335800,4186,66,12,11,1,6,0,3,0
Boles,116916,116 HUNT,10,RE,3,526,3,6,88,4,43.9,0,13,0,33,11,95.6,0,5.1,41,92.3,81,96,89,91,80,92,88,63,81,91,79,100,50,23.5,941,20.5,93,46,4,3,3,50,18,22,42507,67329,47109,38895,2,5.7,11.3,32,10.4,15.5,9.2,0,0,98,2,67,9,16,0,6,2,28136,1.293000,4804194,9608,87,8,5,-296956,-8,5827620,4458255,8917,59,9,7,12,13,2627812,5256,58,21,13,0,5,1,3,0
Borger,117901,117 HUTCHINSON,16,AA,7,2752,5,33,61,1,42.9,8,12,6,23,5,94.8,0,4.5,182,89.5,66,91,94,75,69,91,54,54,73,84,59,86,65.6,34.7,1070,21.9,386,205,1,3,5,53,18,20,83662,63782,47879,43061,13,7.1,13.4,25.6,13,13.2,16.8,1,5,93,1,79,8,4,3,4,3,176156,1.319000,26695851,9298,47,39,14,3396866,19,28219446,21338096,7432,60,4,4,10,22,12881924,4487,49,27,14,1,4,1,5,0
Sanford-Fritch,117903,117 HUTCHINSON,16,AA,4,880,1,6,91,1,32.4,0,14,0,21,5,94.4,0.7,8,67,86.7,68,90,95,75,71,89,67,64,68,60,57,67,58.9,24.2,.,20.7,154,80,1,3,3,52,16,24,84818,65777,37851,39612,6,5.7,11,32.4,11.8,3.7,12.7,0,1,97,1,76,12,3,0,7,2,172984,1.153000,8564565,9495,57,36,7,2904589,43,8355217,7261504,8050,59,7,7,12,15,4251723,4714,67,15,6,0,4,0,4,2
Plemons-Stinnet-Phillips,117904,117 HUTCHINSON,16,RE,4,592,1,13,81,5,52.2,1,14,1,17,5,95.5,0,1.7,56,96.6,83,96,.,89,86,91,80,66,85,75,80,87,75,19.4,979,20.9,139,72,2,3,5,52,11,28,74606,72643,49709,41153,5,4.2,8.2,31.9,14,9.7,13.2,3,4,93,0,78,10,4,0,5,4,2528425,1.064000,9252965,15021,14,80,6,2896541,17,8667383,7579767,12305,54,9,5,13,20,4051902,6578,62,15,13,0,5,0,5,1
Spring Creek,117907,117 HUTCHINSON,16,RE,1,85,5,14,81,0,48.2,4,12,4,0,7,95.5,.,.,0,.,81,94,.,86,75,.,.,.,81,.,80,.,.,.,.,.,16,8,3,3,0,47,12,34,70680,70680,.,37487,19,5.4,11.3,66.7,6.7,0,0,0,0,100,0,90,10,0,0,0,0,388435,0.910000,845734,8902,38,53,9,715379,101,767003,759446,7994,47,10,10,13,20,353682,3723,48,14,36,0,0,2,0,0
