SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT09R,DA0708DR09R,DADC409R,DA0GR09N,DAGC409R,DA311TA10R,DA311TR10R,DA311TW10R,DA311TM10R,DA311TC10R,DA311TS10R,DB311TA10R,DH311TA10R,DW311TA10R,DO311TA10R,DE311TA10R,DACTA10R,DA0CT09R,DA0CC09R,DA0CS09R,DA0CA09R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Friona,185903,185 PARMER,16,RE,4,1212,1,78,21,1,66.7,19,8,16,23,7,96.8,0,3.9,71,94.8,73,89,94,82,79,91,.,69,87,.,67,90,78.7,14.6,.,18.9,237,113,1,2,5,48,22,22,73968,63630,49926,42516,41,5.1,10.7,28.2,13.3,10.6,15,0,15,85,0,70,8,4,9,6,3,251713,0.850000,13625090,11242,61,24,15,4100678,38,13253055,11917647,9833,63,6,5,8,18,7475035,6168,52,16,20,2,6,1,4,0
Lazbuddie,185904,185 PARMER,16,RE,1,140,1,48,51,0,77.1,20,10,20,37,2,96.2,0,0,7,77.8,70,93,.,75,90,94,.,68,74,.,66,92,.,14.3,.,19.4,35,21,2,2,0,60,6,31,42072,56368,.,37669,23,4,6.7,28.7,10.5,2,33.4,0,14,86,0,74,5,0,5,16,0,447542,1.170000,2060288,14112,54,37,10,526427,29,2095865,1928125,13206,55,11,5,12,18,1055765,7231,62,7,18,3,8,0,3,0
Buena Vista,186901,186 PECOS,18,RE,1,102,0,58,42,0,63.7,9,7,9,43,3,96,0,0,9,100,74,93,83,85,81,96,.,76,71,.,70,100,55.6,40,.,21.6,36,19,3,3,0,53,11,30,90846,63000,.,48009,33,2.8,5.4,26.3,14.7,10.5,20.9,0,21,79,0,69,5,11,0,9,6,2319450,1.040000,2367790,19095,19,77,5,1516990,42,2383266,2314993,18669,52,13,5,16,14,1205709,9723,67,8,12,1,6,1,7,0
Fort Stockton,186902,186 PECOS,18,AA,5,2365,0,84,15,1,69.3,13,5,12,20,4,94.4,0,16,132,79.8,67,86,93,75,75,94,.,64,83,70,60,87,38.3,6.5,928,18.3,378,187,1,2,6,50,12,29,91106,69295,55538,45723,62,6.3,12.6,37.8,12.1,22.2,18.7,2,44,52,2,73,7,2,10,3,5,879314,1.165000,27992010,11942,20,68,13,7843842,28,31697543,23109662,9859,55,8,4,14,20,12591448,5372,55,12,17,6,3,1,5,1
Iraan-Sheffield,186903,186 PECOS,18,EX,5,543,6,50,43,1,50.3,7,13,7,38,3,96.6,0,7.6,53,42.4,85,96,97,88,92,98,88,81,89,.,81,79,29.8,21.4,1034,22.2,106,59,1,4,5,56,9,24,97868,78423,61742,54041,27,5.1,9.2,15.3,17,16.8,12.5,3,10,87,0,78,6,7,1,9,0,2978383,1.040000,12084808,21619,24,72,4,5596422,23,9718141,9528059,17045,53,10,8,13,17,5042689,9021,52,11,23,1,6,1,7,0
Big Sandy,187901,187 POLK,06,AA,1,505,1,4,70,26,52.3,0,11,0,25,9,94.6,0,0,44,97.4,69,88,85,83,71,95,.,70,74,56,59,91,59,4.3,907,18.4,69,42,3,3,1,60,9,24,69948,66831,56497,44197,4,7.3,12.1,14.4,17.7,23,5.3,0,0,98,2,82,9,0,0,7,2,584976,1.112000,5663867,11127,18,68,14,3175936,68,5898284,4521154,8882,58,8,5,12,17,2640094,5187,63,13,14,0,8,0,2,0
Goodrich,187903,187 POLK,06,AA,3,262,26,36,38,0,85.5,12,8,12,28,1,96.3,0,0,13,100,53,76,76,66,59,94,46,60,52,.,55,59,.,0,810,16.4,46,23,4,4,4,49,13,26,85765,66031,45633,41235,32,5.7,11.6,31.1,16.5,28.9,31.1,18,0,78,4,86,2,4,0,8,0,361942,1.040000,3267805,12765,50,41,9,439843,16,3120880,2971436,11607,54,10,6,14,16,1594718,6229,65,8,19,0,4,0,3,0
Corrigan-Camden,187904,187 POLK,06,AA,4,1034,29,34,37,1,73.9,10,13,10,18,6,96.3,0,2.5,71,92.4,76,91,95,83,83,98,58,77,87,.,72,96,75,7.1,907,17.8,191,99,2,3,4,52,17,23,80555,64699,51062,41504,20,5.4,10.4,45.5,10.1,8.1,20.5,3,3,93,1,84,8,1,0,5,2,253821,1.189000,12064901,11668,62,28,10,1033600,12,11535789,10350482,10010,55,5,5,12,23,5675799,5489,58,17,17,1,2,1,4,0
Leggett,187906,187 POLK,06,AA,2,187,28,20,52,0,81.8,5,18,5,46,1,95.2,0,0,14,92.9,45,77,77,54,61,97,38,46,49,.,43,87,63.6,0,947,.,42,22,5,2,2,52,14,24,61738,62728,29808,37518,19,4.5,8.5,40.9,10.1,31.8,19,5,0,91,5,75,9,5,0,11,0,659140,1.144000,2765352,12862,39,48,12,725321,35,2703920,2517132,11708,54,11,6,12,17,1347522,6268,52,15,22,0,7,0,3,0
Livingston,187907,187 POLK,06,AA,5,3982,13,17,70,1,64.7,6,13,6,23,5,95.6,0.1,6.4,237,81.1,72,88,88,80,85,97,56,65,76,81,65,92,57.3,14.4,916,18.9,620,277,1,4,7,45,9,34,85411,62513,49015,43269,17,6.4,14.4,37,11.3,11.1,19.5,5,3,91,0,75,14,2,3,6,1,326170,1.414000,40324038,10111,43,45,12,9272880,29,40474575,32560634,8165,55,5,5,11,25,17740661,4449,48,26,14,1,5,0,5,1
Onalaska,187910,187 POLK,06,RE,2,946,3,5,91,1,68.7,0,13,0,21,5,95.5,0,5.9,48,76.5,75,91,94,82,79,96,54,72,76,57,73,91,65,15.4,943,19,154,71,2,3,3,46,14,33,88389,62368,55572,46969,8,6.1,13.4,28.2,14.2,22.4,10,3,3,93,1,84,8,2,0,5,1,422235,1.200000,9378876,10363,47,44,9,3717322,47,9954557,8696003,9609,57,9,5,12,18,4954338,5474,63,15,16,0,4,0,1,0
R Milburn (Amarillo),188801,188 POTTER,16,EA,1,234,5,33,60,1,55.6,0,15,0,73,0,81.8,.,34.8,63,31.7,51,85,.,53,64,87,.,36,57,.,48,75,3.2,.,.,.,19,12,0,5,34,61,0,0,.,63000,31937,43526,0,12,19.7,40.1,10.1,49.2,33.3,0,0,100,0,78,0,0,0,22,0,0,0.000000,1687456,7960,84,0,15,107813,7,1658148,1655239,7808,46,23,12,8,11,764803,3608,57,5,29,0,10,0,0,0
Amarillo,188901,188 POTTER,16,RE,54,31483,12,42,42,5,64.9,13,9,12,26,7,95.3,0.3,9.4,1706,77.9,77,90,92,85,85,95,65,72,86,78,71,88,58.3,28.6,1056,19.6,4026,2190,1,3,10,54,10,23,102121,69545,54727,47502,22,7.8,14.4,34.2,12,15.1,9.5,2,9,88,1,71,10,6,5,3,5,229197,1.170000,263777733,8607,51,36,13,51613818,25,269379739,249689312,8147,61,4,5,11,18,153031563,4993,60,15,14,4,3,0,2,1
River Road,188902,188 POTTER,16,RE,4,1497,1,13,85,1,57.7,1,9,1,24,5,95.9,0,3.2,86,93.5,74,90,92,81,84,95,60,71,74,80,70,92,53.8,25.6,940,20.3,180,95,2,5,6,53,10,25,82624,61174,50389,40660,6,8.3,15.8,44.3,10.4,10,10.3,0,4,95,1,84,7,2,0,5,2,158685,1.350000,12859647,8906,64,29,7,1608317,16,14220564,10217676,7076,54,8,6,11,21,5511879,3817,61,14,11,0,5,1,7,1
Highland Park,188903,188 POTTER,16,RE,3,916,4,28,61,7,64.3,5,10,5,22,11,95.9,0,0,46,93.9,80,91,91,86,92,95,77,78,80,88,77,88,85.4,8.6,.,19,151,77,3,3,7,51,9,28,79075,68246,56916,46104,15,6.1,12,36.2,9.4,18.3,15.4,1,6,92,0,81,10,3,0,6,0,913070,1.185000,10880359,12089,27,66,7,3483653,31,14834840,9524900,10583,58,7,5,11,19,5546510,6163,61,14,10,0,6,3,5,1
Bushland,188904,188 POTTER,16,EX,3,1218,1,9,89,1,21.5,0,9,0,23,13,96.2,0,.,80,.,91,98,98,96,93,99,57,92,92,86,84,91,71.2,25,1018,21,201,116,1,2,7,58,11,21,81668,63485,52146,49355,10,6.1,10.5,17.2,13.4,11.6,8.8,0,5,95,0,76,9,1,0,5,9,674179,1.250000,13367743,11177,29,66,6,3274117,26,13004794,11437687,9563,61,8,4,8,19,7021353,5871,65,15,9,0,5,1,5,0
Marfa,189901,189 PRESIDIO,18,AA,2,383,1,88,11,0,53.8,14,10,14,16,6,94.3,0,9.5,19,90.5,56,85,93,69,50,81,.,55,65,.,46,90,.,5.3,.,18,80,38,3,1,5,47,18,25,67015,60785,45486,40719,51,4.8,10.1,37,10.6,21.1,23.2,0,26,74,0,88,4,3,3,3,0,344633,1.409000,5225042,14474,46,44,10,1123319,24,8146194,4683311,12973,49,19,6,10,16,2281566,6320,62,10,19,1,3,0,5,0
Presidio,189902,189 PRESIDIO,18,RE,3,1464,0,97,2,2,86.1,45,4,45,19,3,94.4,0,4.3,87,85.9,72,85,91,84,75,93,.,71,94,.,71,90,85.2,5.8,903,16.5,257,122,1,2,4,47,19,27,89597,66756,47690,42896,86,5.7,12,40.4,10.4,17.3,12.2,0,58,23,19,66,8,0,21,4,0,55778,1.411000,18995071,14102,76,10,13,4504287,29,15848704,14281876,10603,60,8,4,11,17,8500760,6311,59,8,22,4,2,0,4,1
Rains,190903,190 RAINS,07,EX,4,1564,4,13,81,2,53.7,4,12,4,25,7,96.2,0,1.8,109,93.8,83,95,97,90,88,98,73,81,84,85,78,97,65.3,16.1,.,19.7,256,132,2,2,5,52,14,26,64128,66324,56085,42796,8,6.1,11.8,23.6,15.1,28.4,14.7,2,2,96,0,79,10,5,0,5,0,312632,1.165000,15416453,9623,51,41,8,2231666,17,16374375,14340535,8952,58,5,4,11,21,8294041,5177,62,17,10,2,5,0,4,1
Canyon,191901,191 RANDALL,16,RE,16,8729,3,18,78,2,28.8,1,10,1,31,6,96.4,0,0.9,543,94.6,85,95,94,90,89,97,76,77,86,88,75,92,67.5,43.1,1063,22.8,1148,565,1,3,7,49,9,31,90357,64699,51507,45577,11,7.6,15.4,30.6,11.9,19.5,11.9,0,4,95,1,78,10,1,0,5,5,336376,1.290000,70015192,8155,38,56,6,13152048,22,95059701,55810153,6500,59,5,6,11,19,32837796,3825,72,14,6,0,4,0,4,1
Reagan County,192901,192 REAGAN,18,AA,3,771,2,75,23,1,58.5,11,6,11,12,4,96,0,3.4,53,91.4,58,82,92,68,70,96,57,52,78,.,51,95,78.3,22.2,940,19.6,144,76,3,3,7,53,14,21,73085,66122,49568,42393,23,5.3,10.1,43.2,10.6,3.9,22.6,0,9,91,0,84,4,4,3,5,1,1941116,1.135000,13452910,16753,23,70,7,5025262,24,21145120,9876351,12299,54,8,5,13,20,5337869,6647,57,9,17,2,4,2,9,0
Big Springs Charter,193801,193 REAL,20,EA,2,124,11,36,52,1,96.8,1,77,1,49,0,96.9,0,11.1,8,66.7,34,61,75,38,64,92,14,36,35,.,32,86,.,0,.,17.6,52,23,4,2,4,44,29,18,81974,78750,45410,44071,23,2.4,5.4,43.5,6.7,17.4,33.3,4,17,74,4,85,10,0,0,5,0,0,0.000000,3313731,28322,92,1,8,578828,21,3194319,3194319,27302,60,9,10,9,11,1930086,16496,14,79,6,0,0,0,1,0
Leakey,193902,193 REAL,20,EX,1,233,1,31,68,0,55.4,6,8,6,42,8,95.9,3.4,4.2,18,87.5,89,96,97,93,94,95,.,80,92,.,85,100,.,18.8,.,18.9,56,28,4,4,11,51,11,21,71026,50452,38212,46877,19,4.2,8.3,15.9,16.3,23.8,26.6,0,7,93,0,81,8,0,1,8,2,1188368,1.040000,3695348,14901,37,58,5,69409,2,3601361,3498269,14106,56,13,5,12,15,1941710,7829,63,19,11,2,5,0,0,0
Avery,194902,194 RED RIVER,08,EX,3,414,3,7,87,3,54.8,1,10,1,33,9,96.3,0,0,32,100,84,97,98,89,88,95,71,57,87,.,79,92,71.4,25,.,20.7,66,35,3,3,7,53,12,22,60338,54002,38625,40201,9,6.3,11.9,25.9,15,18.4,8.4,0,3,94,3,77,5,1,0,13,3,109005,1.040000,4084549,9588,75,16,9,1019546,30,3937215,3752110,8808,56,9,8,9,18,2110866,4955,69,9,14,0,4,0,3,1
Rivercrest,194903,194 RED RIVER,08,RE,3,729,4,10,83,3,57.3,3,9,3,27,16,96,0,5.9,45,90.2,82,93,96,89,84,96,68,67,84,92,77,89,71.1,18.5,.,19.7,113,63,3,2,4,55,13,22,65533,55801,41266,42352,6,6.4,11.6,18.9,14.8,21,14.2,3,0,97,0,77,5,8,0,8,2,240325,1.250000,7790160,10485,64,31,5,1222446,19,8228161,6203811,8350,59,7,5,11,18,3687529,4963,65,11,11,0,7,0,6,0
Clarksville,194904,194 RED RIVER,08,RE,3,745,59,20,21,1,89,10,12,9,23,7,96.5,0,1.6,60,93.7,63,83,81,75,67,94,57,69,76,.,61,84,70,3.6,.,16.9,203,89,1,2,6,44,18,28,86394,65493,52182,39863,40,3.7,8.4,52.4,9.6,17.7,28.1,25,2,72,1,63,13,14,1,4,5,248569,1.040000,11662342,14469,59,26,15,2478264,27,12452810,10921386,13550,52,10,5,12,21,5703954,7077,47,24,18,1,4,1,4,2
Detroit,194905,194 RED RIVER,08,RE,3,497,13,3,83,1,59.6,1,14,1,31,7,96.2,0,2.6,34,84.6,72,89,87,81,77,99,50,83,74,40,61,86,75,19,.,19.8,108,48,2,3,5,44,21,25,59632,56970,39683,38750,9,4.6,10.5,36.8,10.2,6.3,17.2,2,0,96,2,82,4,4,0,10,0,115440,1.318000,6160008,12320,65,15,20,972859,21,10918851,5588709,11177,62,6,5,11,17,3451796,6904,53,9,28,0,5,1,5,0
Pecos-Barstow-Toyah,195901,195 REEVES,18,AA,5,2193,1,90,8,1,71.3,7,10,6,20,7,94.7,0,15.1,135,79.2,61,85,90,74,73,92,52,59,82,.,57,88,45.8,3.3,885,17.5,376,179,2,2,6,48,18,25,78319,67611,47152,45629,65,5.8,12.3,34.7,13.4,19.1,19.1,3,41,56,1,67,12,9,7,4,2,413768,1.298000,24482699,11003,15,72,13,3624110,18,35331140,22370664,10054,57,7,5,12,19,12761448,5735,47,17,22,1,4,2,5,2
Balmorhea,195902,195 REEVES,18,EX,1,159,0,91,9,0,92.5,3,7,2,38,11,96.1,0,0,11,100,78,88,.,88,83,91,.,76,.,.,76,100,.,0,833,.,38,20,5,5,3,53,11,24,73876,64076,56534,39812,68,4.2,7.9,64.7,8.7,5.5,20.7,0,60,40,0,75,9,3,0,9,3,188772,1.122000,2591882,16404,72,19,9,403895,19,2442282,2302491,14573,48,13,6,9,23,1101114,6969,51,8,22,0,8,3,7,0
Austwell-Tivoli,196901,196 REFUGIO,03,EX,2,158,1,70,29,0,58.2,1,10,1,25,10,96.4,0,0,10,100,83,97,97,90,89,92,.,84,79,.,81,90,62.5,0,.,18,35,20,3,5,3,57,3,29,87745,66387,39372,43184,55,4.5,7.9,39.8,13.7,20.5,10.5,5,40,55,0,77,9,10,0,4,0,2535408,1.067000,2749707,17514,41,54,6,744855,14,2664266,2498900,15917,48,14,8,14,15,1210233,7708,68,9,16,0,1,1,5,0
Woodsboro,196902,196 REFUGIO,03,AA,2,534,5,49,46,0,49.1,0,14,0,29,8,95.8,0,0,44,97.7,73,92,95,78,84,94,64,66,80,.,63,91,.,8.7,908,18.2,103,54,1,2,5,52,20,20,98755,65930,46057,43579,35,5.2,9.9,24.1,17.3,9.2,11.4,4,19,78,0,81,9,0,0,7,2,252342,1.441000,6292272,11674,59,32,9,1028764,20,6875812,5689934,10556,62,7,5,11,14,3552602,6591,54,14,19,0,7,0,6,0
Refugio,196903,196 REFUGIO,03,AA,2,763,13,59,29,0,61.3,3,12,3,24,4,94.2,0,3.5,53,94.7,70,85,93,81,81,95,48,67,88,.,64,89,59.1,11.5,969,19.7,139,75,1,4,5,54,11,25,82593,57735,49708,43864,39,5.5,10.2,22.4,15.7,18.5,21,1,23,76,0,84,9,0,1,4,2,699248,1.173000,11871538,15600,25,57,18,1968262,24,12097159,10604428,13935,48,10,4,11,27,5091960,6691,48,34,9,0,2,0,6,1
Miami,197902,197 ROBERTS,16,EX,1,176,1,10,89,0,26.7,0,5,0,36,4,97.1,0,0,7,90,91,97,.,96,92,97,.,.,90,.,93,100,85.7,16.7,.,20.2,37,19,3,5,4,51,12,25,75000,48740,43018,44600,5,4.7,9.3,26.3,12.7,21.1,13.6,0,0,100,0,92,1,1,1,6,0,4557816,1.070000,3323433,20515,29,69,2,1295286,14,2732454,2380004,14691,54,13,5,11,18,1276332,7879,78,5,5,0,7,1,4,0
Bremond,198901,198 ROBERTSON,06,RE,3,437,20,6,71,4,46.2,2,11,2,20,8,95.9,0,3.6,31,96.4,82,92,95,90,90,98,56,85,88,90,72,96,88.9,8.3,881,19.7,87,46,2,3,2,53,9,31,74675,76235,48648,45185,17,5,9.5,30.5,13,19.6,9.1,4,4,89,2,82,5,2,0,6,4,1251063,1.240000,7185477,16443,21,75,4,3128538,44,6915755,5824473,13328,53,8,6,14,19,3088713,7068,62,13,10,0,6,1,8,0
Calvert,198902,198 ROBERTSON,06,RE,1,159,85,11,4,0,92.5,1,11,0,23,3,95.7,0,8.3,23,91.7,65,77,86,76,82,.,61,88,.,.,62,100,47.1,0,.,15.4,51,20,4,2,4,39,22,30,69410,62000,57000,41334,52,3.1,8.1,40.6,14.5,11.2,20.5,43,0,57,0,76,8,9,0,7,0,513972,1.030000,2579894,13796,49,36,15,237453,11,2846211,2795376,14949,57,9,5,18,11,1601953,8567,47,11,34,0,9,0,0,0
Franklin,198903,198 ROBERTSON,06,RE,3,1048,8,14,78,1,35.7,2,9,2,22,7,95.6,0,5.8,65,92.8,90,97,97,94,93,99,70,82,92,.,83,99,49.1,35.7,1025,20.5,199,96,2,4,6,48,11,29,67948,55367,51613,42765,15,5.3,10.9,31.3,14.5,9.4,15.5,5,0,94,1,84,3,4,0,6,2,3331524,1.350000,28938253,27772,6,90,4,10261047,30,29241464,13531214,12986,51,5,4,17,23,6916580,6638,58,24,11,0,5,1,1,1
Hearne,198905,198 ROBERTSON,06,AA,3,1091,52,37,11,0,91.4,10,14,10,19,7,95.9,0.6,2.8,66,91.5,51,70,86,62,70,90,45,57,64,.,51,71,48.3,0,762,16.3,183,90,1,2,6,49,14,28,79284,56681,51762,38940,50,6,12.2,62.1,8.5,8.9,31.3,26,2,72,0,73,12,7,1,4,3,283796,1.330000,13184727,12197,46,36,18,2646244,27,12660449,10921292,10103,58,7,5,11,18,6359889,5883,48,12,31,1,4,1,3,1
Mumford,198906,198 ROBERTSON,06,EX,2,550,13,48,39,1,78.2,12,9,11,19,12,96.3,0,0,26,96.3,94,.,.,95,95,.,95,93,94,.,93,100,47.6,20,941,21,67,36,1,1,9,54,15,20,134986,134986,42206,42638,25,8.3,15.3,61.1,8.2,2.8,17.6,0,6,94,0,73,3,21,0,3,0,153323,1.040000,6397814,12049,76,19,6,4654458,66,3783978,3537610,6662,66,5,4,9,16,2338176,4403,70,9,16,1,4,0,0,0
Rockwall,199901,199 ROCKWALL,10,RE,18,13732,8,18,71,4,23.1,7,8,7,18,7,96.4,0,1,839,94,88,97,96,93,91,98,75,78,92,93,78,95,74.3,41.2,1068,22.6,1816,887,2,3,12,49,6,29,96540,74539,56117,49732,18,7.6,15.5,31.7,10.8,26,8.9,2,6,91,1,80,8,3,1,3,4,418262,1.470000,138214659,10336,30,66,4,28063582,25,257015007,120332694,8999,58,6,5,10,20,70239108,5253,70,15,5,4,2,1,4,1
Royse City,199902,199 ROCKWALL,10,RE,9,4410,7,27,64,2,39.2,7,8,7,20,11,95.5,0.3,6.2,256,91.7,79,93,94,86,81,96,68,73,83,86,72,90,52.7,14.5,944,18.9,675,340,1,3,8,50,8,30,125227,67639,55495,46453,18,6.5,13,35.8,10,17.9,9.7,4,5,91,1,73,10,4,4,3,6,241480,1.430000,41542008,9668,55,40,5,6489175,19,57118687,34315762,7986,56,6,7,11,21,19232639,4476,67,15,7,2,3,1,4,0
Ballinger,200901,200 RUNNELS,15,RE,4,1015,3,43,54,1,57.8,2,10,2,29,10,95.8,0,5.4,66,83.8,75,93,97,79,87,98,67,66,81,.,65,87,72.4,19,.,20.8,160,86,1,3,6,54,14,22,86784,62471,52349,42041,11,6.4,11.8,21.9,16.2,11.3,17.3,0,6,94,0,71,10,8,1,5,4,226028,1.170000,12400622,12577,61,24,15,2832514,30,12299018,9683455,9821,59,9,5,9,17,5694165,5775,51,24,12,1,5,2,5,0
Miles,200902,200 RUNNELS,15,RE,2,400,0,38,62,0,39.3,11,8,11,25,7,97.3,0,10.8,32,86.5,85,95,.,92,83,99,.,69,94,.,74,95,93.1,22.2,1118,21.4,70,38,3,3,7,54,11,22,66644,65760,47353,38806,14,5.8,10.6,26.5,12.3,5.3,19.1,0,11,89,0,73,4,5,5,7,6,152805,1.239000,4170724,10532,73,21,6,740337,20,4072298,3850532,9724,54,11,4,11,20,2072516,5234,69,6,12,1,5,0,6,1
Winters,200904,200 RUNNELS,15,RE,3,632,2,51,47,0,64.4,4,10,4,29,12,95.4,0,6.7,41,86.7,70,91,97,75,78,90,71,61,78,.,65,95,48.7,36.8,.,21.9,109,55,2,3,6,50,12,27,71722,63064,45636,40355,14,5.8,11.5,20,14.4,14.8,12.1,0,5,95,0,74,8,6,1,6,4,279353,1.040000,7871957,12148,58,30,11,2826806,47,7575275,6253246,9650,56,7,5,13,19,3503429,5407,57,10,19,0,6,1,6,0
Olfen,200906,200 RUNNELS,15,RE,3,75,0,56,44,0,78.7,4,12,4,0,1,95.9,0,.,0,.,78,88,.,79,87,.,.,73,83,.,73,.,.,.,.,.,17,9,3,3,0,53,18,23,65000,65000,.,32971,12,4.4,8.3,66.7,5.9,0,25,0,11,89,0,86,0,14,0,0,0,62245,1.235000,1029769,15370,87,7,6,158742,18,965369,856913,12790,54,14,4,11,17,463145,6913,77,9,12,0,0,0,2,0
Henderson,201902,201 RUSK,07,AA,5,3356,22,24,53,1,58.6,10,9,6,20,6,95.7,0,3.1,218,94.7,76,91,93,82,86,93,56,69,85,93,67,95,57.4,24.8,1052,20.2,584,270,1,3,9,46,12,29,93661,70224,51691,44543,26,5.7,12.4,35.7,12.7,22.3,21.2,7,3,89,1,76,6,7,4,4,2,586714,1.180000,34032968,10093,21,69,10,6250841,23,53157055,29251445,8675,58,5,6,9,21,17088238,5068,63,15,13,1,4,1,4,0
Laneville,201903,201 RUSK,07,AA,1,180,72,12,15,1,91.1,7,15,7,27,0,93.5,0,25,9,66.7,62,86,.,76,59,.,57,.,60,.,60,100,83.3,0,.,15.8,39,22,4,1,4,55,12,24,63333,112450,40162,38944,52,4.6,8.4,33.7,11.2,21.1,15.2,42,0,58,0,63,16,14,0,7,0,436631,1.170000,2111582,13712,33,55,13,114422,7,2163680,2145158,13930,58,11,4,12,15,1246926,8097,60,12,20,1,4,0,4,0
Leveretts Chapel,201904,201 RUSK,07,RE,3,259,9,13,77,1,70.3,8,10,8,32,6,95.6,0,0,14,100,74,94,96,78,83,95,54,76,77,.,76,100,15.4,.,.,.,39,22,0,5,1,57,10,27,.,67892,40608,39682,5,6.6,11.7,38.4,11.2,9.5,26.9,0,5,95,0,83,4,5,0,8,0,126344,1.252000,2892645,11433,66,24,10,859327,34,2608515,2418325,9559,59,10,5,12,13,1416720,5600,52,14,19,0,6,0,6,1
Mount Enterprise,201907,201 RUSK,07,AA,2,401,18,8,74,1,49.4,2,9,2,36,12,96.1,0,16.2,31,83.8,71,97,98,78,73,92,59,50,76,.,62,85,36.4,0,.,19.3,66,39,1,2,11,59,10,17,89700,71500,50431,40100,13,6.1,10.4,31.1,15.6,18.1,22.7,5,0,95,0,87,5,0,0,8,0,159359,1.138000,3748570,9033,64,30,6,301748,8,3885227,3543461,8538,60,10,5,9,17,2111529,5088,67,11,11,0,5,0,5,0
Overton,201908,201 RUSK,07,AA,2,530,14,4,82,0,55.8,0,11,0,41,7,95,0,13.8,21,72.4,66,90,81,74,81,93,35,75,71,.,62,86,88.2,20,.,19.9,91,48,2,3,5,53,15,21,70342,65701,52179,39875,12,5.8,11,45.5,9.2,23.7,21.5,8,0,92,0,84,4,2,0,8,3,132116,1.440000,5295114,10183,71,23,6,347305,8,6149193,5243602,10084,52,7,6,16,19,2726079,5242,64,15,9,0,4,1,7,0
Tatum,201910,201 RUSK,07,RE,4,1505,26,22,51,1,57.6,9,9,9,21,9,95.2,0,2.6,112,93.9,81,94,97,90,85,99,75,78,86,80,78,96,46.6,18.8,1008,20.1,183,95,2,3,6,52,0,37,115129,73754,54767,46461,33,8.2,15.8,29.5,12.7,24.2,20.6,15,2,82,1,81,6,4,2,4,4,1383913,1.040000,20053592,13726,21,72,7,2984210,15,32662751,12431426,8509,54,7,5,11,23,6649934,4552,58,18,13,1,3,4,3,0
Carlisle,201913,201 RUSK,07,RE,1,648,6,48,44,2,72.7,35,9,29,19,4,96.3,2.1,11.9,38,88.1,66,86,89,75,77,91,50,63,72,50,62,89,58.3,4.8,.,17.3,102,55,2,5,2,54,15,21,81916,47108,47732,40375,18,6.4,11.8,30.9,13.3,29.1,9.6,5,9,85,0,69,8,7,13,3,1,151721,1.270000,6882661,10788,69,24,7,1152406,20,6376912,5531515,8670,59,7,4,10,19,3267955,5122,58,13,11,8,3,0,6,0
West Rusk,201914,201 RUSK,07,AA,3,851,18,17,64,1,70,10,10,10,14,5,95.6,0,3.9,50,94.1,67,86,84,73,80,95,56,59,71,.,63,84,45.7,28.6,.,19.8,155,76,3,3,5,49,17,23,68788,64381,45157,42272,12,5.5,11.1,37.1,10.5,13.1,17.1,4,0,96,0,70,9,12,2,5,1,545091,1.128000,9847808,11438,28,62,10,2287544,27,10269529,9095692,10564,55,5,8,12,20,5034444,5847,58,11,17,1,6,0,7,0
Hemphill,202903,202 SABINE,07,AA,3,973,13,5,81,2,64.3,2,10,2,31,6,93.9,0,12.8,69,84.6,77,89,92,86,85,96,58,71,80,88,71,88,74.5,7.3,960,19.3,158,83,1,1,5,53,10,30,95381,66548,47285,43344,15,6.2,11.7,27.6,14.7,27.5,7.5,8,1,90,0,83,7,2,0,6,1,365899,1.037000,12686257,12511,50,33,17,2824598,25,10683917,8784109,8663,58,6,5,12,19,5049765,4980,52,22,15,0,5,1,4,0
West Sabine,202905,202 SABINE,07,AA,2,637,9,2,89,0,76.5,1,11,1,23,5,94.7,0,11.8,44,80.4,61,86,91,72,69,94,40,17,63,.,57,94,59,8.7,926,16.8,98,52,1,3,7,53,11,25,85817,65448,38227,39756,10,6.5,12.2,32.6,11.4,21.1,19.6,8,2,90,0,87,6,0,0,7,0,135033,1.380000,6491445,9911,68,21,11,1302848,27,7501534,5584516,8526,57,8,6,9,20,3199265,4884,65,8,15,0,7,1,5,0
